FFQ	11	19	6	64	17415	44362	32693	42229	46451	44678	51584	56344	68787	64997	87246	97661	100433	130858	134029	169364	205353	202260	253365	348307	378745	471575	567011	739263	914036	1187232	1687007	2218397	2806803	3399050	4260117	5842629	7796593	13456991	26927348	45189936	0	0	0
FFQ	12	17	20	130	19102	46111	31924	43435	46948	44028	51670	55464	67863	63977	86969	96353	99252	129384	132230	168225	203292	201123	250506	346808	377239	470418	563584	737261	910299	1186288	1689061	2227239	2815857	3412286	4273166	5872855	7837730	13524805	27045451	44912868	0	0	0
FFQ	13	12	10	80	17383	42392	30341	40666	44426	42279	49308	53488	66100	62764	84416	94092	97728	127544	131098	166486	202373	199890	249572	344525	375664	468544	563019	738547	910043	1189104	1692544	2231145	2827780	3430067	4295167	5903621	7875658	13598984	27168667	44625711	0	0	0
FFQ	14	6	6	73	16037	40637	29352	38715	42785	40659	47986	52431	64483	61636	83151	92614	97143	126188	129088	164189	200012	197742	249105	343736	375109	468425	562225	738386	912925	1191788	1699794	2244081	2839302	3443395	4316815	5921162	7909792	13653039	27227304	44419922	0	0	0
FFQ	15	100	49	218	17579	42664	30115	40281	44264	41979	48841	52892	65760	62344	84261	94118	97389	127048	130449	166007	201297	198942	251010	346207	377160	470059	566087	741613	918432	1194703	1705138	2248027	2847665	3460428	4334512	5947316	7941391	13695801	27282251	44166840	0	1	0
FFQ	16	10	9	77	15903	39931	28406	37684	41900	40400	47080	51059	63758	60340	82902	91789	95829	124936	129008	163207	199423	198084	248607	345200	374638	469690	566285	742126	918488	1199634	1711528	2262909	2865495	3484095	4362669	5997558	7999863	13783785	27375015	43821918	0	0	0
FFQ	17	9	14	53	15781	39461	28652	38525	42573	40513	47987	51651	64037	60887	83059	92560	95940	126607	129574	163735	200987	198486	249792	345201	377480	471506	566675	744359	920767	1202966	1716037	2268061	2873797	3492490	4374513	6006752	8013947	13795454	27398458	43701890	2	0	0
FFQ	18	15	13	103	15893	39548	27873	37872	41769	39814	46799	51221	63598	59918	81859	91096	95468	124427	128247	162774	198971	196658	248000	342570	373716	468789	564368	742923	918727	1200640	1716014	2266135	2879272	3502790	4394529	6034622	8044447	13855865	27522074	43461821	0	0	0
FFQ	19	5	26	72	15508	38202	27603	37053	40933	39080	46319	50331	62961	59489	81043	90011	94737	123582	127990	162948	197586	196085	247396	342759	373682	467938	567207	743690	917942	1203220	1721739	2277738	2894777	3522037	4413664	6062882	8084454	13914851	27586480	43207217	0	1	0
FFQ	20	8	10	74	14904	37490	27225	36173	39787	38528	45911	49684	61901	58822	80608	90102	94014	123399	127665	161032	198216	196681	246667	340668	373239	470008	566482	744466	924373	1210245	1727663	2290910	2911543	3545159	4441054	6102471	8133657	13993708	27695581	42841110	0	0	0
FFQ	21	4	8	49	14390	36371	26128	35481	39737	37710	44779	48631	60657	57791	78655	88088	91976	121679	125449	157997	194787	193373	243614	338019	369322	463599	561986	737665	915107	1199885	1718860	2284294	2900322	3534581	4439679	6103772	8134003	14007585	27751492	42883713	0	0	0
FFQ	22	30	25	111	15125	37131	27153	36448	40118	38092	44720	49076	60940	58403	79120	88416	93098	121423	125775	159590	194937	193002	243219	337483	369156	465659	560174	737182	913620	1201827	1723092	2283712	2908340	3546230	4450787	6113804	8158841	14045835	27841953	42677591	0	0	0
FFQ	23	12	12	50	14013	34879	25234	34155	38138	36526	43142	47685	58907	55999	76776	86128	90888	118925	122815	156255	191727	189688	239664	332613	365047	459398	555691	731537	906201	1190484	1709699	2271397	2894020	3533266	4444448	6112129	8153139	14049086	27887897	42783568	0	0	0
FFQ	24	61	42	173	14236	35468	25367	34147	37896	36221	42565	47392	58771	56040	76174	85591	90274	117568	122214	155247	190596	189750	238765	331000	363422	458066	554238	729142	905929	1189410	1708510	2270817	2898865	3535763	4449253	6121134	8165178	14067996	27924923	42713034	0	0	0
FFQ	25	7	7	77	13890	34348	24203	33581	37199	35426	42207	46240	57588	54965	75519	83635	88918	116219	120855	153715	188750	187522	236853	329802	361807	455762	551423	727036	900209	1184642	1704808	2264882	2889025	3532937	4450661	6123795	8173203	14088430	27988891	42682201	0	0	0
FFQ	26	18	34	72	13964	34903	24860	33995	37513	36245	42740	46571	58164	56096	75946	85249	89957	117797	121972	153717	189763	188647	238823	329598	363763	455889	552885	728380	901751	1187176	1708543	2269567	2900293	3542540	4466721	6140116	8191175	14111788	28005211	42538796	0	0	0
FFQ	27	10	8	47	13558	33574	24585	32708	36349	35107	41707	45816	57779	54378	74910	83954	88864	115505	120792	153376	187730	187065	236172	327509	358962	453486	549842	722656	897831	1182658	1701300	2264634	2893839	3539416	4462521	6139157	8201088	14127279	28052087	42542979	0	0	0
FFQ	28	26	11	108	14289	34937	24226	33134	36763	35282	41494	45748	56983	54276	74765	83513	88335	114982	120100	152000	187237	186327	235945	326490	359926	452963	549200	725988	901413	1188281	1710911	2280433	2918138	3575061	4501030	6195005	8259652	14227014	28167561	42081691	0	0	0
FFQ	29	7	4	29	13027	32808	23845	32073	36134	34628	40719	45134	56319	53983	73986	82624	87624	114776	120050	152119	185992	185331	235819	326699	358924	451489	549227	723747	899261	1187731	1711458	2278665	2917232	3572866	4502389	6200084	8268634	14252481	28242662	41990658	0	0	0
FFQ	30	23	12	85	13389	33159	23643	31730	35633	34564	40807	44611	56204	53709	73141	82493	87614	113493	119207	150789	185049	184702	233849	325188	357647	450855	545939	723324	896906	1183312	1709388	2278472	2913743	3573754	4508546	6211402	8291274	14274757	28294930	41903895	0	0	0
FFQ	31	10	6	36	12889	32162	23446	31592	35055	33860	40618	44599	55452	53603	73020	82001	86887	113363	119094	150685	183825	183875	232491	324478	357228	450282	547591	723658	898041	1183739	1711071	2283103	2922570	3586922	4525949	6227782	8313929	14321163	28389069	41686094	0	0	0
FFQ	32	18	13	61	13350	33378	23643	32201	36264	34459	40794	45062	55745	53889	72685	81766	87003	114070	119161	150835	185717	183965	233179	324400	357988	451844	547296	723324	896018	1187801	1712181	2282828	2924986	3590625	4530962	6235924	8325688	14331456	28388705	41631954	0	0	0
FFQ	33	13	12	62	12843	33214	24093	31984	35105	34630	40792	45250	55971	53234	73342	82132	87018	114198	118912	149968	184751	184283	235236	324386	356319	451116	545260	721872	896121	1183904	1708268	2278011	2926512	3593797	4533856	6245941	8333820	14351830	28462541	41530641	0	0	0
FFQ	34	33	15	71	13697	34141	24890	33452	36621	35648	41835	46347	56791	54862	74510	82719	88928	114800	121065	151855	185978	186546	237239	327513	360325	453980	551084	727001	900020	1188867	1717326	2291899	2942929	3606369	4555957	6272839	8371453	14393471	28495294	41262868	0	0	0
FFQ	35	19	6	26	13001	33141	24186	32199	35893	34722	40950	45051	56142	54057	73396	81826	87724	113965	119661	151445	184958	184628	234024	324978	357145	449798	546003	721328	893645	1181511	1706080	2272389	2919859	3587357	4531610	6239174	8331511	14357380	28474802	41545648	0	0	0
FFQ	36	9	6	41	12828	31835	23501	31331	35041	33748	39836	44429	54756	53089	71827	80313	86356	111881	117988	148697	182814	182412	231121	321124	353500	446202	541909	716156	890958	1177655	1701290	2271955	2921687	3590621	4544875	6259586	8364052	14402364	28529879	41433566	0	0	0
FFQ	37	6	12	60	12921	32482	23371	31533	35072	33658	40308	44288	54605	52766	72199	79959	86626	111857	117353	148262	182421	182105	231218	321581	354160	445862	541709	714917	888165	1175505	1699388	2267662	2914097	3588751	4538962	6255233	8356412	14393007	28549557	41463188	0	0	0
FFQ	38	1	2	38	13061	31969	23355	31467	35111	34085	40125	44382	55000	53434	72382	80927	86212	111719	117698	147758	182639	182396	231221	321449	353155	447549	542052	716975	891544	1179155	1706471	2277533	2924427	3598935	4557543	6280528	8388894	14443674	28593073	41243299	0	0	0
FFQ	39	50	79	184	12900	32394	23490	31517	34698	33321	39634	43965	54361	52452	71660	79713	86125	110636	116883	146851	181311	180707	230406	318244	351634	444575	539794	713390	885077	1168871	1697992	2264372	2919581	3593259	4554565	6271574	8391298	14453559	28651038	41259076	1	1	0
FFQ	40	7	7	69	12390	31765	22694	30456	33914	32855	39666	43730	53875	52438	71141	79270	85181	110099	116303	147193	180331	180163	230061	317315	351621	444325	539687	713338	884382	1171876	1697862	2269876	2923507	3602501	4568487	6295355	8419543	14496214	28704004	41087736	0	1	0
FFQ	41	7	7	54	12387	31748	23074	31056	34368	33373	39487	43884	54133	52298	71145	79585	85320	110387	116890	147669	180845	181007	229484	318867	351302	444228	539427	712406	885239	1172869	1701862	2269218	2925065	3601058	4564974	6297797	8421183	14487896	28725883	41063756	0	0	0
FFQ	42	86	48	235	13610	33768	23977	32471	35712	34042	40724	45034	55285	53083	72374	80497	86685	111633	118036	148229	182389	182628	231640	320815	352900	445810	541378	715854	886465	1178122	1703122	2273782	2928700	3609783	4580977	6318040	8433645	14519569	28733236	40916854	0	0	0
FFQ	43	50	44	180	12757	32104	22970	31322	34418	33135	39854	43912	53611	52398	71045	78852	84863	110087	116324	146595	179035	180771	229471	317683	349956	442206	538555	710802	880728	1165623	1694176	2261612	2915990	3594627	4566848	6300790	8419306	14504711	28779961	41043866	0	0	0
FFQ	44	7	2	19	12403	31624	23193	31054	34326	33579	39460	43995	53895	52699	71376	79239	85497	110481	117087	147476	181066	180556	229959	319105	350037	444625	539806	712613	884875	1171685	1699124	2269972	2928903	3616730	4594025	6332844	8461013	14551762	28808134	40796991	0	1	0
FFQ	45	23	15	59	12451	31820	23363	31267	34353	33252	39511	43992	54170	52352	71435	78792	86378	109686	117078	147044	179401	180855	229274	317566	350554	442958	538481	711696	881302	1167105	1695824	2260019	2918215	3600349	4576175	6315009	8449028	14536145	28798466	40925775	0	0	0
FFQ	46	22	23	95	13327	32928	23622	31870	34912	33703	40012	43997	54700	52482	70736	79212	85548	110050	116731	146441	179127	180479	229470	317175	349200	442234	537438	710988	880774	1166358	1693061	2263810	2923092	3607680	4588287	6331285	8471003	14572836	28830401	40796128	0	1	0
FFQ	47	69	22	79	12890	32518	23401	31869	34324	34063	39681	43830	53734	52862	71551	78770	85668	110004	117161	146787	178953	180380	228909	317000	349469	440488	537282	709067	877020	1162909	1685846	2249195	2911386	3591696	4574857	6313102	8446678	14539367	28810705	40967646	0	0	0
FFQ	48	5	9	53	12231	31500	23070	30341	34050	32782	39204	43142	52751	51549	69925	78940	85296	109350	116549	145417	177697	179612	228040	316789	348328	440214	535911	706990	876730	1162893	1690584	2254693	2918694	3608682	4594456	6341784	8486962	14609264	28878592	40728159	0	0	0
FFQ	49	18	19	80	12987	32131	23522	31686	34583	33550	39272	44042	53355	52182	71007	78255	85059	109577	116565	146082	178022	180243	227461	316829	348626	440574	534305	706853	878259	1164593	1696598	2262320	2929665	3617581	4610887	6361937	8511458	14641814	28932472	40536769	0	0	0
FFQ	50	8	6	48	12618	32141	23209	31105	34668	33391	39248	44096	53821	51782	70772	78647	85799	109167	116110	145741	177509	180905	228045	317283	347643	440257	535364	709208	877495	1165162	1693235	2261452	2925431	3615528	4600928	6351701	8502010	14626453	28912661	40610591	0	0	0
FFQ	51	34	28	91	12886	31783	22794	30804	33907	32792	38475	43472	52551	51250	69597	77249	83714	108010	114527	144103	176389	177612	226970	312258	345917	435219	531075	703958	871229	1156735	1679865	2248963	2907800	3601786	4587267	6341085	8493034	14616613	28938738	40740658	0	0	0
FFQ	52	108	55	185	13905	33810	23960	32702	35943	34359	40318	44307	54349	53021	70992	78760	85732	110013	116594	146310	178035	179596	228441	316540	349234	440942	536661	709318	875867	1160472	1691111	2253752	2922183	3616433	4610474	6359900	8516663	14646144	28946518	40527531	0	0	0
FFQ	53	10	7	47	12028	31100	22791	30619	33629	33166	38675	43245	53043	52098	70156	77678	85138	108263	115700	144895	177164	178800	226844	314727	347404	438584	532868	704752	873597	1157759	1681704	2246693	2911030	3605477	4594802	6349266	8509609	14629981	28963119	40644770	0	0	0
FFQ	54	19	35	66	12662	31741	23423	30810	33961	33102	38953	43030	53207	51432	70105	77236	84696	109132	116010	143648	176954	178631	227016	312495	346188	436552	531151	703981	868018	1157190	1677848	2243917	2906509	3599932	4595491	6352322	8517509	14648346	28971768	40636151	0	1	0
FFQ	55	21	6	55	12630	32602	23351	30984	34591	33510	39159	44241	53872	52285	70974	78352	85925	110207	117554	145276	178273	179811	229003	316162	348630	439621	534535	707143	875427	1159608	1688173	2251707	2921460	3617508	4615589	6377718	8542235	14680542	28980126	40432372	0	0	0
FFQ	56	10	9	41	12353	31777	23329	30940	34474	33604	39236	43970	53634	52207	71149	77816	85816	109031	116595	144729	176778	178594	227664	314664	346666	437024	531671	702203	866205	1149118	1672336	2232179	2897363	3585555	4586575	6337567	8499445	14621300	28926209	40791402	0	0	0
FFQ	57	405	149	471	13871	34284	24541	32423	35606	34699	40640	45002	55158	53178	71387	78685	85973	109763	118024	145577	178393	179336	227914	314671	346353	437751	531937	701527	865529	1148340	1669181	2222390	2887868	3578872	4574437	6325327	8494219	14600132	28941734	40835490	0	1	0
FFQ	58	35	26	82	12399	31522	22723	30404	33723	32846	38295	43305	52429	51737	69814	76773	84472	107276	115376	143278	175892	177212	226028	311586	344386	433509	527168	698318	862092	1147927	1666974	2226964	2889854	3587681	4591721	6345777	8513080	14658840	29017834	40691880	0	0	0
FFQ	59	10	12	32	12266	31604	23400	30570	33981	32856	38778	43605	52871	51736	69906	76886	84794	107681	115365	143203	175319	177566	224915	311011	342439	431262	525779	695060	858459	1136654	1655543	2207589	2870967	3561316	4564173	6314067	8482737	14604079	28984496	40968251	0	0	0
FFQ	60	14	7	40	11974	30631	22619	30124	33139	32073	38360	42488	51851	51216	68975	76288	83725	106084	114853	142914	174300	175634	224175	308285	341518	430747	523752	692645	853947	1137033	1652129	2206133	2875998	3562984	4567402	6322023	8501091	14628046	29015511	40910509	0	1	0
FFQ	61	20	9	75	12836	32121	23406	31051	34407	33510	39017	44029	53855	51854	69869	77620	85165	108654	116241	144989	176044	178489	226314	312440	344455	433019	526862	694972	858187	1139135	1652569	2204326	2865341	3561580	4562125	6313894	8479637	14596361	28963351	40993409	0	0	0
FFQ	62	14	8	42	12416	31971	23890	31299	34609	33632	39550	44477	53910	52934	71071	77897	86296	109115	117675	144854	177107	179404	228152	313430	346548	434547	528160	696982	857360	1138275	1653885	2202110	2866424	3561163	4563864	6321537	8489941	14610852	28978218	40927619	0	0	0
FFQ	63	17	11	31	12079	30864	23234	30321	33555	32805	38385	43437	52884	51600	69522	76478	84222	106364	115055	142578	174727	177370	224366	311049	341238	429309	523723	690918	851197	1128770	1646791	2191599	2855082	3545802	4549183	6303893	8474110	14588879	28975918	41113872	0	0	0
FFQ	64	144	81	203	12861	31929	23650	30949	34435	32916	39012	43669	53222	51771	70214	76920	84514	107381	115272	143018	174419	177029	224712	309942	340454	429302	523047	690221	848594	1128320	1638769	2186074	2843915	3539843	4544908	6290949	8471560	14579226	28956279	41191514	0	0	0
FFQ	65	36	20	65	11963	30732	22641	30018	33163	32104	38066	42564	51967	50935	68523	75070	83283	105840	113604	141327	172945	174527	222595	305962	338825	425064	518783	686464	845136	1122480	1632536	2182059	2847073	3538796	4555203	6307452	8486506	14610493	29037742	41098676	0	0	0
FFQ	66	71759	37	152	13105	32886	23532	31399	34296	33240	39109	43714	53062	51742	69369	76534	84368	107187	114944	142385	173925	174838	223572	307162	339682	426726	519993	684751	843659	1122015	1632562	2173823	2835965	3534319	4546170	6291093	8464173	14584025	29013401	41126564	0	0	0
FFQ	67	10	7	29	11882	31037	22758	29914	33191	32356	37814	42867	51734	50794	68570	75512	84254	105841	114301	141204	171789	175291	221177	305901	337791	425759	517043	682268	840471	1114994	1625457	2168535	2830706	3520012	4530571	6282775	8453233	14570733	29000009	41332648	0	0	0
FFQ	68	85	28	105	12322	31032	22478	30237	33146	32003	37710	42233	50884	50017	68053	74687	82646	104353	112531	139932	169820	172870	219709	302376	335123	421722	512938	678647	834621	1107958	1616596	2157153	2816946	3511461	4523203	6274334	8454079	14580688	29062860	41363650	1	1	0
FFQ	69	39	21	61	11975	30888	22637	29815	33056	31836	38233	42372	51883	50489	68259	74636	83065	104657	113564	140170	170527	173409	220838	302786	334926	422132	513449	677851	835070	1108075	1613593	2153147	2814474	3509845	4520663	6269288	8458377	14584314	29080466	41350352	0	0	0
FFQ	70	172	62	201	12836	31796	23068	31010	33953	32666	38158	42808	52060	50456	68393	74990	84245	105794	113162	140376	171025	173729	221333	304808	335701	420899	513553	676968	831104	1104359	1604923	2135620	2796102	3481539	4494904	6239881	8409180	14529452	29011328	41648624	0	0	0
FFQ	71	5	8	16	11942	30722	23188	29998	33398	32562	37706	42772	51526	50662	68306	75402	83859	105387	114129	140848	170302	174211	220959	303825	335160	421059	513122	677487	832843	1103997	1606255	2141587	2797566	3491925	4505862	6245773	8432090	14547310	29050216	41537253	0	0	0
FFQ	72	69	25	114	12066	30963	22739	30171	33116	32569	37621	42395	52030	50597	68130	74499	83658	104959	113330	139899	170584	173500	220017	303648	334030	421637	512213	677510	831353	1102360	1601269	2134797	2792797	3482910	4501643	6237370	8423620	14541663	29023279	41626088	0	0	0
FFQ	73	21	10	37	11814	30257	22433	29699	32935	32234	37652	42809	51420	50405	67613	74664	83202	104361	112924	140576	170547	173263	220843	303187	336671	422306	512616	677954	833309	1106577	1611517	2146568	2808644	3501496	4527032	6279690	8470553	14609338	29113986	41290075	0	0	0
FFQ	74	34	11	74	11966	30881	22556	29759	33002	32178	37141	42086	50836	50211	67679	74039	82176	104631	112527	139194	169134	172315	219135	302339	333537	419221	509650	673863	825673	1100227	1598549	2129338	2790463	3482450	4504684	6241497	8433054	14569121	29065120	41580886	0	1	0
FFQ	75	16	10	48	12470	31121	23084	30219	33548	32582	38184	42836	52075	50692	68255	75355	83743	105075	113804	140814	169603	174262	221820	304565	335612	420866	510612	674678	827840	1098281	1598518	2128125	2791497	3482862	4505811	6246287	8440919	14578534	29098875	41497740	0	0	0
FFQ	76	42	13	49	12161	31230	22915	30164	33265	32709	37741	42775	51544	50554	68608	73985	83747	104681	113243	139469	170358	172997	219959	302057	333165	418565	509624	672868	824266	1095168	1594114	2124884	2784467	3478607	4500470	6250468	8445716	14576574	29116417	41521599	0	0	0
FFQ	77	51	19	98	12772	31727	23248	30635	33786	32702	38177	42857	51533	50831	67977	74384	83550	103935	113682	139046	168943	172879	218851	300859	333354	416257	506937	668725	818997	1090012	1586384	2115360	2773956	3470351	4495294	6240144	8435727	14580141	29179332	41537724	1	0	0
FFQ	78	38	24	59	11769	30446	22803	29615	33239	32236	37240	42670	50862	50257	67483	73709	82955	103312	112792	138614	168255	171841	218810	299832	331100	415531	507239	666993	819079	1088635	1584458	2110827	2771842	3467472	4491043	6240092	8446175	14586344	29208659	41526888	0	0	0
FFQ	79	27	11	53	11910	30430	22886	29739	32979	32323	37317	42385	51331	50412	67496	73745	83327	103955	114124	138569	169507	172402	219035	300456	330691	417364	507603	670600	820664	1089836	1587920	2115883	2780354	3478836	4512644	6267292	8476950	14642238	29266254	41291690	0	0	0
FFQ	80	14	13	25	11732	30516	22620	29594	32757	31740	37359	42384	50454	49978	68203	73672	82517	104522	113223	137881	168070	171637	219245	299078	330921	415709	505674	666611	817988	1086930	1577999	2108571	2767356	3464369	4497148	6242240	8455091	14617359	29239789	41470249	0	0	0
FFQ	81	77	27	86	12389	30676	22383	29756	32905	32121	37040	42199	50687	49993	67133	73213	82655	102555	112571	137306	167537	171227	217576	299131	329899	414314	504907	663433	815357	1084269	1580603	2103932	2770364	3468606	4498586	6253355	8466362	14631684	29260492	41423832	0	0	0
FFQ	82	20	7	18	11671	30505	22837	29631	33039	31973	37414	42215	51136	50239	67794	73653	82901	103207	113616	138615	169045	171675	218831	300564	332045	416153	507590	668781	817993	1087303	1581732	2104788	2771184	3469542	4509402	6256966	8469478	14633073	29245465	41389137	0	0	0
FFQ	83	44	10	63	12336	31478	23326	30530	33766	32921	38189	43072	51926	50799	68359	74434	83818	104386	113284	139541	168977	172533	220182	300810	332761	415699	506841	667377	818381	1083651	1580949	2104134	2768700	3463140	4492242	6248214	8452939	14613815	29219959	41477652	0	0	0
FFQ	84	17	13	44	12012	30688	22701	29782	33071	31981	37489	42168	51103	50383	67961	73549	83377	103286	112668	139062	168772	172561	219165	299391	330745	415394	505618	665544	814663	1082391	1575504	2099011	2760468	3459279	4499221	6253009	8467613	14638370	29290236	41402928	0	0	0
FFQ	85	49	11	77	11886	30868	22524	29919	32875	31932	37514	42371	50708	50093	66849	73122	82338	103034	112423	138459	167712	171840	218415	299542	329891	414466	503712	665381	810382	1078617	1570579	2089717	2758140	3454831	4490372	6242282	8468262	14626493	29291018	41472534	0	0	0
FFQ	86	116	46	163	12802	31813	23323	30837	33584	32793	38014	42800	51765	50387	67887	73843	82253	103554	112247	138121	166750	171150	217061	298178	328889	411746	500649	658335	804253	1070436	1559257	2074383	2734227	3432962	4461789	6205597	8424420	14574582	29257263	41762963	0	0	0
FFQ	87	142	44	136	12425	31030	22579	30002	33206	31990	37543	41765	49841	49590	66109	72271	81586	101087	111189	136072	164724	168589	214679	294533	324803	406228	494742	653294	796997	1059817	1544363	2055723	2713410	3408335	4440338	6176044	8402062	14544169	29280329	41989451	1	0	0
FFQ	88	89	28	110	11746	30510	22318	29251	32275	31708	36900	41546	49787	49235	66189	71793	81574	101270	111301	135826	164398	168801	214404	294766	324507	406450	494922	652409	796375	1056976	1544233	2051391	2713090	3404911	4448644	6181795	8401493	14545574	29285482	41987161	0	0	0
FFQ	89	68	15	62	11688	30183	22274	29140	32371	31703	36483	41623	49711	49797	66187	71854	81129	101096	111629	135080	164220	167898	213972	293556	323106	405099	493207	649241	793468	1054759	1538574	2044004	2705421	3398082	4436387	6172861	8398151	14553335	29328046	42005758	0	0	0
FFQ	90	21	14	40	11639	30168	22453	29624	32527	31481	36941	42195	50075	49600	66409	72538	82437	102342	111053	137164	165190	170108	216108	295577	325170	407766	495051	652876	796349	1057097	1537784	2048032	2704897	3403371	4441559	6175035	8398009	14543799	29315910	41982829	0	0	0
FFQ	91	10	5	27	11957	30492	22940	30088	32512	31864	37271	42553	50329	49604	66726	73300	82757	102530	112757	137519	166207	171176	216754	296572	328288	409457	497837	654164	797062	1058371	1539215	2047312	2712052	3406559	4443482	6185140	8409703	14567783	29304397	41914466	0	0	0
FFQ	92	38	16	51	12369	31430	23439	30283	33474	32557	38020	42705	51452	50943	67508	73070	83552	103471	113041	138152	166501	170734	216616	297415	327622	410740	497411	653319	796117	1057340	1537351	2039319	2700577	3392604	4436073	6171148	8389428	14537990	29278214	42039148	0	0	0
FFQ	93	102	23	83	12327	31140	22863	30006	33090	31869	37390	42292	50377	49499	66681	72239	81598	101727	111645	136451	164709	168895	214508	295627	323507	405946	492807	648384	791141	1050769	1528447	2030770	2687140	3378077	4415508	6150328	8375585	14517313	29297621	42192754	0	0	0
FFQ	94	55	16	65	12445	31180	22924	30369	33520	32258	37892	42588	50638	50174	67195	72904	82247	102594	112507	136037	165334	169829	214978	295239	325989	405998	496045	649157	792228	1051877	1528631	2026756	2685140	3380367	4418436	6146176	8376359	14516680	29286826	42191585	0	0	0
